,Power,Scan Speed,H_star,Hatch Space,reward
166,50.0,1.3789473684210525,22.364921014303757,0.07302631578947369,-1.0
167,50.0,1.3789473684210525,20.68755193823098,0.07894736842105263,-1.0
168,50.0,1.3789473684210525,19.244234361145097,0.08486842105263157,-1.0
169,50.0,1.3789473684210525,17.98917559846172,0.09078947368421052,-1.0
170,50.0,1.3789473684210525,16.88779750059672,0.09671052631578947,-1.0
171,50.0,1.3789473684210525,15.913501490946908,0.10263157894736841,-1.0
172,50.0,1.3789473684210525,15.045492318713436,0.10855263157894737,-1.0
173,50.0,1.3789473684210525,14.267277198779986,0.11447368421052631,-1.0
174,50.0,1.3789473684210525,13.565607828348183,0.12039473684210525,-1.0
175,50.0,1.3789473684210525,12.929719961394364,0.1263157894736842,-1.0
176,50.0,1.3789473684210525,12.350777276555807,0.13223684210526315,-1.0
177,50.0,1.3789473684210525,11.821458250417702,0.1381578947368421,-1.0
178,50.0,1.3789473684210525,11.335644897660812,0.14407894736842103,-1.0
179,50.0,1.3789473684210525,10.888185230647883,0.15,-1.0
180,50.0,1.526315789473684,41.396835018535654,0.0375,-1.0
181,50.0,1.526315789473684,35.75181206146261,0.043421052631578944,-1.0
182,50.0,1.526315789473684,31.461594614087094,0.049342105263157895,-1.0
183,50.0,1.526315789473684,28.09070947686348,0.05526315789473684,-1.0
184,50.0,1.526315789473684,25.372253721037982,0.061184210526315785,-1.0
185,50.0,1.526315789473684,23.133525451534638,0.06710526315789472,-1.0
186,50.0,1.526315789473684,21.257834198707496,0.07302631578947369,-1.0
187,50.0,1.526315789473684,19.66349663380444,0.07894736842105263,-1.0
188,50.0,1.526315789473684,18.291624775632034,0.08486842105263157,-1.0
189,50.0,1.526315789473684,17.098692725047332,0.09078947368421052,-1.0
190,50.0,1.526315789473684,16.051833986779133,0.09671052631578947,-1.0
191,50.0,1.526315789473684,15.125766641388031,0.10263157894736841,-1.0
192,50.0,1.526315789473684,14.300724824585043,0.10855263157894737,-1.0
193,50.0,1.526315789473684,13.561032161244439,0.11447368421052631,-1.0
194,50.0,1.526315789473684,12.894096153314386,0.12039473684210525,-1.0
195,50.0,1.526315789473684,12.289685396127775,0.1263157894736842,-1.0
196,50.0,1.526315789473684,11.739400975405633,0.13223684210526315,-1.0
197,50.0,1.526315789473684,11.236283790745391,0.1381578947368421,-1.0
198,50.0,1.526315789473684,10.774518703454486,0.14407894736842103,-1.0
199,50.0,1.526315789473684,10.349208754633914,0.15,-1.0
200,50.0,1.6736842105263157,39.53234506318962,0.0375,-1.0
201,50.0,1.6736842105263157,34.14157073639103,0.043421052631578944,-1.0
202,50.0,1.6736842105263157,30.044582248024103,0.049342105263157895,-1.0
203,50.0,1.6736842105263157,26.82551986430724,0.05526315789473684,-1.0
204,50.0,1.6736842105263157,24.229501812922663,0.061184210526315785,-1.0
205,50.0,1.6736842105263157,22.09160459413538,0.06710526315789472,-1.0
206,50.0,1.6736842105263157,20.3003934108271,0.07302631578947369,-1.0
207,50.0,1.6736842105263157,18.77786390501507,0.07894736842105263,-1.0
208,50.0,1.6736842105263157,17.467780376758206,0.08486842105263157,-1.0
209,50.0,1.6736842105263157,16.328577308708752,0.09078947368421052,-1.0
210,50.0,1.6736842105263157,15.32886849388985,0.09671052631578947,-1.0
211,50.0,1.6736842105263157,14.444510696165437,0.10263157894736841,-1.0
212,50.0,1.6736842105263157,13.65662829455641,0.10855263157894737,-1.0
213,50.0,1.6736842105263157,12.95025096897591,0.11447368421052631,-1.0
214,50.0,1.6736842105263157,12.31335338033775,0.12039473684210525,-1.0
215,50.0,1.6736842105263157,11.736164940634419,0.1263157894736842,-1.0
216,50.0,1.6736842105263157,11.210665017919442,0.13223684210526315,-1.0
217,50.0,1.6736842105263157,10.730207945722896,0.1381578947368421,-1.0
218,50.0,1.6736842105263157,10.289240495898667,0.14407894736842103,-1.0
219,50.0,1.6736842105263157,9.883086265797404,0.15,-1.0
220,50.0,1.8210526315789473,37.8990294295951,0.0375,-1.0
221,50.0,1.8210526315789473,32.73097996192305,0.043421052631578944,-1.0
222,50.0,1.8210526315789473,28.803262366492277,0.049342105263157895,-1.0
223,50.0,1.8210526315789473,25.717198541510967,0.05526315789473684,-1.0
224,50.0,1.8210526315789473,23.22843739233248,0.061184210526315785,-1.0
225,50.0,1.8210526315789473,21.17886938712668,0.06710526315789472,-1.0
226,50.0,1.8210526315789473,19.46166376114343,0.07302631578947369,-1.0
227,50.0,1.8210526315789473,18.002038979057676,0.07894736842105263,-1.0
228,50.0,1.8210526315789473,16.746082771216443,0.08486842105263157,-1.0
229,50.0,1.8210526315789473,15.653946938311021,0.09078947368421052,-1.0
230,50.0,1.8210526315789473,14.69554202372055,0.09671052631578947,-1.0
231,50.0,1.8210526315789473,13.84772229158283,0.10263157894736841,-1.0
232,50.0,1.8210526315789473,13.092391984769218,0.10855263157894737,-1.0
233,50.0,1.8210526315789473,12.415199295901845,0.11447368421052631,-1.0
234,50.0,1.8210526315789473,11.804615723972248,0.12039473684210525,-1.0
235,50.0,1.8210526315789473,11.25127436191105,0.1263157894736842,-1.0
236,50.0,1.8210526315789473,10.747485957646372,0.13223684210526315,-1.0
237,50.0,1.8210526315789473,10.286879416604386,0.1381578947368421,-1.0
238,50.0,1.8210526315789473,9.864130947428865,0.14407894736842103,-1.0
239,50.0,1.8210526315789473,9.474757357398776,0.15,-1.0
240,50.0,1.9684210526315786,36.45275329676133,0.0375,-1.0
241,50.0,1.9684210526315786,31.481923301748417,0.043421052631578944,-1.0
242,50.0,1.9684210526315786,27.704092505538604,0.049342105263157895,-1.0
243,50.0,1.9684210526315786,24.735796879945187,0.05526315789473684,-1.0
244,50.0,1.9684210526315786,22.34201008511178,0.061184210526315785,-1.0
245,50.0,1.9684210526315786,20.370656254072514,0.06710526315789472,-1.0
246,50.0,1.9684210526315786,18.71898142266122,0.07302631578947369,-1.0
247,50.0,1.9684210526315786,17.315057815961634,0.07894736842105263,-1.0
248,50.0,1.9684210526315786,16.10703052647594,0.08486842105263157,-1.0
249,50.0,1.9684210526315786,15.056572013879679,0.09078947368421052,-1.0
250,50.0,1.9684210526315786,14.134741074254393,0.09671052631578947,-1.0
251,50.0,1.9684210526315786,13.31927524304741,0.10263157894736841,-1.0
252,50.0,1.9684210526315786,12.592769320699366,0.10855263157894737,-1.0
253,50.0,1.9684210526315786,11.941419183421813,0.11447368421052631,-1.0
254,50.0,1.9684210526315786,11.354136272761727,0.12039473684210525,-1.0
255,50.0,1.9684210526315786,10.82191113497602,0.1263157894736842,-1.0
256,50.0,1.9684210526315786,10.337347949827837,0.13223684210526315,-1.0
257,50.0,1.9684210526315786,9.894318751978075,0.1381578947368421,-1.0
258,50.0,1.9684210526315786,9.487702912855688,0.14407894736842103,-1.0
259,50.0,1.9684210526315786,9.113188324190332,0.15,-1.0
260,50.0,2.1157894736842104,35.16034363600686,0.0375,-1.0
261,50.0,2.1157894736842104,30.36575132200592,0.043421052631578944,-1.0
262,50.0,2.1157894736842104,26.721861163365208,0.049342105263157895,-1.0
263,50.0,2.1157894736842104,23.85880461014751,0.05526315789473684,-1.0
264,50.0,2.1157894736842104,21.549888034971943,0.061184210526315785,-1.0
265,50.0,2.1157894736842104,19.648427326003834,0.06710526315789472,-1.0
266,50.0,2.1157894736842104,18.055311596868385,0.07302631578947369,-1.0
267,50.0,2.1157894736842104,16.701163227103258,0.07894736842105263,-1.0
268,50.0,2.1157894736842104,15.535965792654194,0.08486842105263157,-1.0
269,50.0,2.1157894736842104,14.5227506322637,0.09078947368421052,-1.0
270,50.0,2.1157894736842104,13.633602634370005,0.09671052631578947,-1.0
271,50.0,2.1157894736842104,12.847048636233277,0.10263157894736841,-1.0
272,50.0,2.1157894736842104,12.146300528802367,0.10855263157894737,-1.0
273,50.0,2.1157894736842104,11.518043604898798,0.11447368421052631,-1.0
274,50.0,2.1157894736842104,10.951582444002137,0.12039473684210525,-1.0
275,50.0,2.1157894736842104,10.438227016939537,0.1263157894736842,-1.0
276,50.0,2.1157894736842104,9.970843717673585,0.13223684210526315,-1.0
277,50.0,2.1157894736842104,9.543521844059004,0.1381578947368421,-1.0
278,50.0,2.1157894736842104,9.151322316220963,0.14407894736842103,-1.0
279,50.0,2.1157894736842104,8.790085909001714,0.15,-1.0
280,50.0,2.263157894736842,33.996320093950224,0.0375,-1.0
281,50.0,2.263157894736842,29.360458262957017,0.043421052631578944,-1.0
282,50.0,2.263157894736842,25.837203271402167,0.049342105263157895,-1.0
283,50.0,2.263157894736842,23.06893149232337,0.05526315789473684,-1.0
284,50.0,2.263157894736842,20.836454251130785,0.061184210526315785,-1.0
285,50.0,2.263157894736842,18.99794358191337,0.06710526315789472,-1.0
286,50.0,2.263157894736842,17.457569777974438,0.07302631578947369,-1.0
287,50.0,2.263157894736842,16.148252044626357,0.07894736842105263,-1.0
288,50.0,2.263157894736842,15.021629808954753,0.08486842105263157,-1.0
289,50.0,2.263157894736842,14.041958299675093,0.09078947368421052,-1.0
290,50.0,2.263157894736842,13.182246567041926,0.09671052631578947,-1.0
291,50.0,2.263157894736842,12.421732342020277,0.10263157894736841,-1.0
292,50.0,2.263157894736842,11.744183305182803,0.10855263157894737,-1.0
293,50.0,2.263157894736842,11.136725548018179,0.11447368421052631,-1.0
294,50.0,2.263157894736842,10.589017734181219,0.12039473684210525,-1.0
295,50.0,2.263157894736842,10.092657527891475,0.1263157894736842,-1.0
296,50.0,2.263157894736842,9.640747489329168,0.13223684210526315,-1.0
297,50.0,2.263157894736842,9.227572596929347,0.1381578947368421,-1.0
298,50.0,2.263157894736842,8.848357284726772,0.14407894736842103,-1.0
299,50.0,2.263157894736842,8.499080023487556,0.15,-1.0
300,50.0,2.4105263157894736,32.94074358820989,0.0375,-1.0
301,50.0,2.4105263157894736,28.44882400799945,0.043421052631578944,-1.0
302,50.0,2.4105263157894736,25.034965127039513,0.049342105263157895,-1.0
303,50.0,2.4105263157894736,22.35264743485671,0.05526315789473684,-1.0
304,50.0,2.4105263157894736,20.189488005677024,0.061184210526315785,-1.0
305,50.0,2.4105263157894736,18.408062593411415,0.06710526315789472,-1.0
306,50.0,2.4105263157894736,16.9155169777294,0.07302631578947369,-1.0
307,50.0,2.4105263157894736,15.646853204399697,0.07894736842105263,-1.0
308,50.0,2.4105263157894736,14.55521228316251,0.08486842105263157,-1.0
309,50.0,2.4105263157894736,13.605959308173649,0.09078947368421052,-1.0
310,50.0,2.4105263157894736,12.77294139134669,0.09671052631578947,-1.0
311,50.0,2.4105263157894736,12.036040926461306,0.10263157894736841,-1.0
312,50.0,2.4105263157894736,11.379529603199778,0.10855263157894737,-1.0
313,50.0,2.4105263157894736,10.790933244413583,0.11447368421052631,-1.0
314,50.0,2.4105263157894736,10.260231609442425,0.12039473684210525,-1.0
315,50.0,2.4105263157894736,9.779283252749812,0.1263157894736842,-1.0
316,50.0,2.4105263157894736,9.341404898149072,0.13223684210526315,-1.0
317,50.0,2.4105263157894736,8.941058973942683,0.1381578947368421,-1.0
318,50.0,2.4105263157894736,8.573618194191615,0.14407894736842103,-1.0
319,50.0,2.4105263157894736,8.235185897052473,0.15,-1.0
320,50.0,2.557894736842105,31.977757360108505,0.0375,-1.0
321,50.0,2.557894736842105,27.617154083730075,0.043421052631578944,-1.0
322,50.0,2.557894736842105,24.303095593682464,0.049342105263157895,-1.0
323,50.0,2.557894736842105,21.699192494359345,0.05526315789473684,-1.0
324,50.0,2.557894736842105,19.599270640066504,0.061184210526315785,-1.0
325,50.0,2.557894736842105,17.869923230648876,0.06710526315789472,-1.0
326,50.0,2.557894736842105,16.421010536271936,0.07302631578947369,-1.0
327,50.0,2.557894736842105,15.18943474605154,0.07894736842105263,-1.0
328,50.0,2.557894736842105,14.129706740513063,0.08486842105263157,-1.0
329,50.0,2.557894736842105,13.20820412700134,0.09078947368421052,-1.0
330,50.0,2.557894736842105,12.39953856820534,0.09671052631578947,-1.0
331,50.0,2.557894736842105,11.684180573885802,0.10263157894736841,-1.0
332,50.0,2.557894736842105,11.046861633492028,0.10855263157894737,-1.0
333,50.0,2.557894736842105,10.475472238656234,0.11447368421052631,-1.0
334,50.0,2.557894736842105,9.960285079378062,0.12039473684210525,-1.0
335,50.0,2.557894736842105,9.493396716282215,0.1263157894736842,-1.0
336,50.0,2.557894736842105,9.068319251374053,0.13223684210526315,-1.0
337,50.0,2.557894736842105,8.679676997743737,0.1381578947368421,-1.0
338,50.0,2.557894736842105,8.322977943041941,0.14407894736842103,-1.0
339,50.0,2.557894736842105,7.994439340027126,0.15,-1.0
340,50.0,2.705263157894737,31.094571616094072,0.0375,-1.0
341,50.0,2.705263157894737,26.85440275935397,0.043421052631578944,-1.0
342,50.0,2.705263157894737,23.63187442823149,0.049342105263157895,-1.0
343,50.0,2.705263157894737,21.09988788234955,0.05526315789473684,-1.0
344,50.0,2.705263157894737,19.057963248573785,0.061184210526315785,-1.0
345,50.0,2.705263157894737,17.376378256052572,0.06710526315789472,-1.0
346,50.0,2.705263157894737,15.967482721778037,0.07302631578947369,-1.0
347,50.0,2.705263157894737,14.769921517644686,0.07894736842105263,-1.0
348,50.0,2.705263157894737,13.739461876878776,0.08486842105263157,-1.0
349,50.0,2.705263157894737,12.843410015343203,0.09078947368421052,-1.0
350,50.0,2.705263157894737,12.057078789914028,0.09671052631578947,-1.0
351,50.0,2.705263157894737,11.361478090495913,0.10263157894736841,-1.0
352,50.0,2.705263157894737,10.741761103741586,0.10855263157894737,-1.0
353,50.0,2.705263157894737,10.186152770789437,0.11447368421052631,-1.0
354,50.0,2.705263157894737,9.685194437799794,0.12039473684210525,-1.0
355,50.0,2.705263157894737,9.23120094852793,0.1263157894736842,-1.0
356,50.0,2.705263157894737,8.817863592623691,0.13223684210526315,-1.0
357,50.0,2.705263157894737,8.439955152939818,0.1381578947368421,-1.0
358,50.0,2.705263157894737,8.093107680901198,0.14407894736842103,-1.0
359,50.0,2.705263157894737,7.773642904023518,0.15,-1.0
360,50.0,2.8526315789473684,30.28074069669191,0.0375,-1.0
361,50.0,2.8526315789473684,26.15154878350665,0.043421052631578944,-1.0
362,50.0,2.8526315789473684,23.013362929485847,0.049342105263157895,-1.0
363,50.0,2.8526315789473684,20.547645472755228,0.05526315789473684,-1.0
364,50.0,2.8526315789473684,18.55916365281117,0.061184210526315785,-1.0
365,50.0,2.8526315789473684,16.921590389327836,0.06710526315789472,-1.0
366,50.0,2.8526315789473684,15.549569546949899,0.07302631578947369,-1.0
367,50.0,2.8526315789473684,14.383351830928659,0.07894736842105263,-1.0
368,50.0,2.8526315789473684,13.37986216830573,0.08486842105263157,-1.0
369,50.0,2.8526315789473684,12.507262461677094,0.09078947368421052,-1.0
370,50.0,2.8526315789473684,11.741511698717272,0.09671052631578947,-1.0
371,50.0,2.8526315789473684,11.064116793022045,0.10263157894736841,-1.0
372,50.0,2.8526315789473684,10.460619513402658,0.10855263157894737,-1.0
373,50.0,2.8526315789473684,9.91955298684735,0.11447368421052631,-1.0
374,50.0,2.8526315789473684,9.431706118641744,0.12039473684210525,-1.0
375,50.0,2.8526315789473684,8.989594894330413,0.1263157894736842,-1.0
376,50.0,2.8526315789473684,8.587075719957406,0.13223684210526315,-1.0
377,50.0,2.8526315789473684,8.219058189102089,0.1381578947368421,-1.0
378,50.0,2.8526315789473684,7.881288674481458,0.14407894736842103,-1.0
379,50.0,2.8526315789473684,7.570185174172978,0.15,-1.0
380,50.0,3.0,29.52763811973273,0.0375,-1.0
381,50.0,3.0,25.501142012496445,0.043421052631578944,-1.0
382,50.0,3.0,22.44100497099687,0.049342105263157895,-1.0
383,50.0,3.0,20.03661158124721,0.05526315789473684,-1.0
384,50.0,3.0,18.097584654029735,0.061184210526315785,-1.0
