,Power,Scan Speed,H_star
0,50.0,0.1,121.29715101020282
1,50.0,0.25263157894736843,76.31445063308881
2,50.0,0.4052631578947369,60.25346657275727
3,50.0,0.5578947368421052,51.35402264384182
4,50.0,0.7105263157894737,45.505146474970246
5,50.0,0.8631578947368421,41.28625369330978
6,50.0,1.0157894736842106,38.05824402059052
7,50.0,1.168421052631579,35.48549875251335
8,50.0,1.3210526315789475,33.372638196012325
9,50.0,1.473684210526316,31.597184437216136
10,50.0,1.6263157894736844,30.077945022322382
11,50.0,1.7789473684210528,28.758686777212958
12,50.0,1.931578947368421,27.59906496563317
13,50.0,2.0842105263157893,26.56928136350984
14,50.0,2.236842105263158,25.646785282812715
15,50.0,2.3894736842105266,24.814154072549545
16,50.0,2.542105263157895,24.057685076142967
17,50.0,2.694736842105263,23.366433006485533
18,50.0,2.8473684210526318,22.731535254958185
19,50.0,3.0,22.14572858979955
20,68.42105263157895,0.1,165.98557506659336
21,68.42105263157895,0.25263157894736843,104.43030086633203
22,68.42105263157895,0.4052631578947369,82.45211215219415
23,68.42105263157895,0.5578947368421052,70.27392572315195
24,68.42105263157895,0.7105263157894737,62.27020043943295
25,68.42105263157895,0.8631578947368421,56.49697873821337
26,68.42105263157895,1.0157894736842106,52.07970234396597
27,68.42105263157895,1.168421052631579,48.55910355607089
28,68.42105263157895,1.3210526315789475,45.66782068928001
29,68.42105263157895,1.473684210526316,43.23825238776945
30,68.42105263157895,1.6263157894736844,41.15929318844115
31,68.42105263157895,1.7789473684210528,39.35399243197562
32,68.42105263157895,1.931578947368421,37.76714153191906
33,68.42105263157895,2.0842105263157893,36.35796397111873
34,68.42105263157895,2.236842105263158,35.09560091332266
35,68.42105263157895,2.3894736842105266,33.95621083612042
36,68.42105263157895,2.542105263157895,32.921042735774584
37,68.42105263157895,2.694736842105263,31.9751188509802
38,68.42105263157895,2.8473684210526318,31.10631140152172
39,68.42105263157895,3.0,30.304681228146745
40,86.84210526315789,0.1,210.67399912298387
41,86.84210526315789,0.25263157894736843,132.5461510995753
42,86.84210526315789,0.4052631578947369,104.65075773163103
43,86.84210526315789,0.5578947368421052,89.19382880246212
44,86.84210526315789,0.7105263157894737,79.03525440389568
45,86.84210526315789,0.8631578947368421,71.70770378311697
46,86.84210526315789,1.0157894736842106,66.10116066734143
47,86.84210526315789,1.168421052631579,61.63270835962845
48,86.84210526315789,1.3210526315789475,57.96300318254771
49,86.84210526315789,1.473684210526316,54.87932033832276
50,86.84210526315789,1.6263157894736844,52.240641354559926
51,86.84210526315789,1.7789473684210528,49.949298086738295
52,86.84210526315789,1.931578947368421,47.93521809820496
53,86.84210526315789,2.0842105263157893,46.14664657872761
54,86.84210526315789,2.236842105263158,44.54441654383261
55,86.84210526315789,2.3894736842105266,43.09826759969132
56,86.84210526315789,2.542105263157895,41.78440039540621
57,86.84210526315789,2.694736842105263,40.58380469547487
58,86.84210526315789,2.8473684210526318,39.481087548085256
59,86.84210526315789,3.0,38.46363386649394
60,105.26315789473685,0.1,255.36242317937442
61,105.26315789473685,0.25263157894736843,160.66200133281856
62,105.26315789473685,0.4052631578947369,126.84940331106796
63,105.26315789473685,0.5578947368421052,108.11373188177225
64,105.26315789473685,0.7105263157894737,95.80030836835842
65,105.26315789473685,0.8631578947368421,86.91842882802061
66,105.26315789473685,1.0157894736842106,80.1226189907169
67,105.26315789473685,1.168421052631579,74.706313163186
68,105.26315789473685,1.3210526315789475,70.25818567581543
69,105.26315789473685,1.473684210526316,66.52038828887609
70,105.26315789473685,1.6263157894736844,63.321989520678706
71,105.26315789473685,1.7789473684210528,60.54460374150096
72,105.26315789473685,1.931578947368421,58.103294664490875
73,105.26315789473685,2.0842105263157893,55.93532918633651
74,105.26315789473685,2.236842105263158,53.99323217434257
75,105.26315789473685,2.3894736842105266,52.240324363262204
76,105.26315789473685,2.542105263157895,50.64775805503783
77,105.26315789473685,2.694736842105263,49.19249053996955
78,105.26315789473685,2.8473684210526318,47.85586369464881
79,105.26315789473685,3.0,46.62258650484115
80,123.6842105263158,0.1,300.05084723576493
81,123.6842105263158,0.25263157894736843,188.7778515660618
82,123.6842105263158,0.4052631578947369,149.04804889050484
83,123.6842105263158,0.5578947368421052,127.0336349610824
84,123.6842105263158,0.7105263157894737,112.56536233282114
85,123.6842105263158,0.8631578947368421,102.12915387292422
86,123.6842105263158,1.0157894736842106,94.14407731409234
87,123.6842105263158,1.168421052631579,87.77991796674357
88,123.6842105263158,1.3210526315789475,82.55336816908313
89,123.6842105263158,1.473684210526316,78.1614562394294
90,123.6842105263158,1.6263157894736844,74.40333768679749
91,123.6842105263158,1.7789473684210528,71.13990939626363
92,123.6842105263158,1.931578947368421,68.27137123077678
93,123.6842105263158,2.0842105263157893,65.7240117939454
94,123.6842105263158,2.236842105263158,63.44204780485252
95,123.6842105263158,2.3894736842105266,61.38238112683308
